NIFTI File Name,x_position,y_position,z_position,real,synth_version
208_T3_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,68,142,43,False,V6
208_T3_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,82,177,32,False,V7
208_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,111,102,33,False,V8
208_T3_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,131,177,55,False,V9
208_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,69,148,61,False,V10
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,61,179,49,False,V1
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,80,70,46,False,V2
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,28,148,35,False,V3
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,105,83,37,False,V4
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,69,178,5,False,V5
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,113,157,19,False,V6
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,61,105,45,False,V7
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,82,139,23,False,V8
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,117,72,37,False,V9
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,33,162,42,False,V10
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,86,147,28,False,V1
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,109,86,45,False,V2
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,93,172,31,False,V3
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,74,97,57,False,V4
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,122,157,27,False,V5
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,80,163,14,False,V6
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,92,137,40,False,V7
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,125,190,54,False,V8
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,49,143,60,False,V9
208_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,56,203,41,False,V10
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,107,198,59,False,V1
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,100,88,54,False,V2
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,60,110,54,False,V3
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,60,112,48,False,V4
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,135,81,41,False,V5
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,81,142,43,False,V6
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,85,142,69,False,V7
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,58,108,46,False,V8
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,128,99,39,False,V9
211_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,41,130,30,False,V10
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,74,103,46,False,V1
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,83,193,55,False,V2
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,80,178,51,False,V3
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,128,162,38,False,V4
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,119,145,23,False,V5
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,64,105,29,False,V6
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,131,94,60,False,V7
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,85,138,71,False,V8
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,74,189,41,False,V9
211_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,125,143,25,False,V10
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,38,103,44,False,V1
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,120,91,26,False,V2
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,54,96,45,False,V3
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,99,109,63,False,V4
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,100,117,37,False,V5
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,128,175,45,False,V6
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,104,90,32,False,V7
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,88,84,67,False,V8
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,69,156,14,False,V9
211_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,86,178,58,False,V10
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,92,123,71,False,V1
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,83,89,40,False,V2
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,100,160,31,False,V3
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,41,90,40,False,V4
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,62,132,53,False,V5
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,78,177,47,False,V6
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,120,178,21,False,V7
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,132,183,51,False,V8
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,68,131,63,False,V9
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,83,137,31,False,V10
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,71,206,34,False,V1
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,65,119,14,False,V2
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,98,184,45,False,V3
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,84,77,51,False,V4
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,27,128,43,False,V5
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,52,143,19,False,V6
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,96,178,41,False,V7
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,95,143,22,False,V8
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,43,92,18,False,V9
213_T0_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,64,178,44,False,V10
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,44,165,44,False,V1
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,69,127,56,False,V2
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,106,50,33,False,V3
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,76,138,41,False,V4
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,106,109,43,False,V5
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,75,159,27,False,V6
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,68,72,37,False,V7
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,62,211,35,False,V8
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,70,56,50,False,V9
213_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,59,132,63,False,V10
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,36,100,25,False,V1
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,138,157,34,False,V2
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,112,117,49,False,V3
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,29,144,34,False,V4
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,62,105,53,False,V5
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,72,78,59,False,V6
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,80,52,41,False,V7
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,94,143,66,False,V8
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,63,100,37,False,V9
213_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,81,172,60,False,V10
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,59,117,50,False,V1
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,74,97,57,False,V2
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,101,156,20,False,V3
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,98,83,37,False,V4
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,118,79,45,False,V5
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,50,178,30,False,V6
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,114,105,40,False,V7
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,66,169,9,False,V8
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,45,169,28,False,V9
213_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,90,150,15,False,V10
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,73,100,40,False,V1
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,116,63,50,False,V2
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,105,52,37,False,V3
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,38,159,58,False,V4
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,84,113,32,False,V5
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,124,175,27,False,V6
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,69,165,25,False,V7
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,89,188,34,False,V8
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,117,98,40,False,V9
213_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,124,145,65,False,V10
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,125,108,38,False,V1
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,40,124,26,False,V2
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,135,139,41,False,V3
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,19,131,26,False,V4
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,115,84,42,False,V5
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,97,184,52,False,V6
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,52,123,57,False,V7
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,130,146,54,False,V8
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,116,68,35,False,V9
215_T0_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,43,190,26,False,V10
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,110,171,29,False,V1
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,77,205,21,False,V2
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,65,187,17,False,V3
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,74,210,44,False,V4
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,116,177,20,False,V5
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,67,185,21,False,V6
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,81,75,40,False,V7
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,109,203,23,False,V8
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,51,198,42,False,V9
215_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,74,177,66,False,V10
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,77,132,24,False,V1
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,105,96,54,False,V2
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,30,157,35,False,V3
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,53,111,59,False,V4
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,99,118,67,False,V5
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,65,186,29,False,V6
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,131,102,24,False,V7
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,74,93,50,False,V8
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,114,90,47,False,V9
216_T0_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,116,95,51,False,V10
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,62,65,56,False,V1
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,108,146,63,False,V2
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,124,124,41,False,V3
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,92,172,67,False,V4
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,119,160,59,False,V5
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,134,83,54,False,V6
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,66,96,56,False,V7
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,127,123,43,False,V8
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,134,159,36,False,V9
216_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,75,62,47,False,V10
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,100,121,33,False,V1
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,136,116,52,False,V2
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,51,196,31,False,V3
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,80,138,22,False,V4
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,61,180,34,False,V5
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,82,72,50,False,V6
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,80,99,62,False,V7
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,63,177,23,False,V8
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,84,166,9,False,V9
216_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,52,151,47,False,V10
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,109,183,34,False,V1
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,129,98,48,False,V2
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,52,184,26,False,V3
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,125,103,24,False,V4
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,105,95,55,False,V5
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,35,100,56,False,V6
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,98,178,57,False,V7
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,96,171,23,False,V8
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,117,125,55,False,V9
216_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,83,194,30,False,V10
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,63,63,45,False,V1
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,92,105,55,False,V2
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,126,67,43,False,V3
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,98,126,25,False,V4
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,135,103,25,False,V5
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,129,85,54,False,V6
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,60,153,54,False,V7
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,70,182,17,False,V8
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,154,159,38,False,V9
216_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,135,149,46,False,V10
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,67,134,57,False,V1
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,51,125,51,False,V2
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,81,111,35,False,V3
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,93,148,45,False,V4
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,67,194,40,False,V5
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,61,148,33,False,V6
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,118,95,46,False,V7
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,111,134,33,False,V8
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,44,179,43,False,V9
216_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,128,115,51,False,V10
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,65,69,54,False,V1
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,87,121,41,False,V2
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,44,87,40,False,V3
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,38,115,26,False,V4
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,104,210,34,False,V5
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,115,152,21,False,V6
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,30,133,48,False,V7
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,88,157,12,False,V8
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,113,203,30,False,V9
217_T0_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,103,180,69,False,V10
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,41,162,16,False,V1
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,111,177,42,False,V2
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,104,127,62,False,V3
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,54,167,7,False,V4
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,80,142,32,False,V5
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,77,189,41,False,V6
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,95,104,66,False,V7
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,60,154,25,False,V8
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,121,172,20,False,V9
217_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,124,163,11,False,V10
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,112,180,57,False,V1
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,126,62,36,False,V2
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,47,115,27,False,V3
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,106,148,61,False,V4
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,136,121,20,False,V5
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,124,173,10,False,V6
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,112,123,42,False,V7
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,138,121,25,False,V8
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,113,144,56,False,V9
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,98,130,54,False,V10
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,68,98,39,False,V1
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,74,182,22,False,V2
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,68,119,38,False,V3
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,92,165,58,False,V4
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,73,92,40,False,V5
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,76,70,55,False,V6
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,88,149,55,False,V7
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,91,134,54,False,V8
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,116,121,51,False,V9
217_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,69,172,30,False,V10
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,44,149,28,False,V1
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,123,108,60,False,V2
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,86,158,61,False,V3
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,115,52,36,False,V4
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,126,126,47,False,V5
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,91,125,42,False,V6
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,65,168,34,False,V7
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,94,105,56,False,V8
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,111,107,57,False,V9
217_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,62,87,56,False,V10
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,49,153,24,False,V1
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,111,210,36,False,V2
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,131,173,50,False,V3
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,113,179,47,False,V4
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,48,136,42,False,V5
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,93,176,36,False,V6
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,68,198,34,False,V7
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,121,161,8,False,V8
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,49,101,43,False,V9
217_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,104,130,71,False,V10
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,118,100,33,False,V1
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,43,99,40,False,V2
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,45,164,45,False,V3
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,76,185,22,False,V4
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,27,175,36,False,V5
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,72,183,26,False,V6
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,141,156,62,False,V7
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,87,173,19,False,V8
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,68,162,18,False,V9
218_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,114,133,61,False,V10
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,90,155,9,False,V1
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,81,156,45,False,V2
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,108,101,59,False,V3
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,43,171,46,False,V4
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,67,215,34,False,V5
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,103,190,35,False,V6
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,80,141,72,False,V7
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,70,84,34,False,V8
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,101,159,65,False,V9
218_T5_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,62,108,55,False,V10
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V1.nii.gz,69,70,35,False,V1
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V2.nii.gz,36,108,41,False,V2
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V3.nii.gz,43,121,26,False,V3
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V4.nii.gz,108,193,43,False,V4
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V5.nii.gz,123,156,53,False,V5
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6.nii.gz,85,84,37,False,V6
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V7.nii.gz,54,106,36,False,V7
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V8.nii.gz,54,133,42,False,V8
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V9.nii.gz,148,135,49,False,V9
218_T6_MRI_SWI_BFC_50mm_HM_sCMB_V10.nii.gz,114,159,33,False,V10
